"","key_pin","pi_ns","property_use","address","class","age","land_sqft","bldg_sqft","net_rentable_sf","investment_rating","adj_rent_sf","pgi","v_c","exp","noi","cap_rate","inc_mv_sf","adj_sale_comp_sf","market_value_sf","excess_land_value","market_value_with_excess_land","sheet_name","file_name"
"13132","12-22-304-009-0000","12-22-304-009-0000",NA,"3509  MARTENS FRANKLIN PARK","5-93","52","8712","4600",NA,"C","6.5","29900",NA,NA,"24144.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13133","12-22-304-010-0000","12-22-304-010-0000",NA,"3503  MARTENS FRANKLIN PARK","5-93","54","8712","7182",NA,"C","6.5","46683",NA,NA,"37696.5225","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13134","12-22-304-021-0000","12-22-304-021-0000",NA,"3515  MARTENS FRANKLIN PARK","5-93","52","13138","7590",NA,"C","6.5","49335",NA,NA,"39838.0125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13135","12-22-308-009-0000","12-22-308-009-0000",NA,"9325  KING FRANKLIN PARK","5-93","60","121968","68569",NA,"C","5.5","377129.5",NA,NA,"304532.07125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13136","12-22-308-010-0000","12-22-308-010-0000",NA,"9301  KING FRANKLIN PARK","5-93","63","160101","97813",NA,"C","5.5","537971.5",NA,NA,"434411.98625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13137","12-22-308-011-0000","12-22-308-011-0000",NA,"9233  KING FRANKLIN PARK","5-93","68","192168","149677",NA,"B","5.75","860642.75",NA,NA,"694969.020625","0.07",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13138","12-22-308-012-0000","12-22-308-012-0000",NA,"9201  KING FRANKLIN PARK","5-93","66","60984","41866",NA,"C","5.5","230263",NA,NA,"185937.3725","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13139","12-22-308-016-0000","12-22-308-016-0000",NA,"9145  KING FRANKLIN PARK","5-93","64","121938","34974",NA,"C","5.5","192357",NA,NA,"155328.2775","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13140","12-22-308-018-0000","12-22-308-018-0000",NA,"9000  KING FRANKLIN PARK","5-93","70","60984","24875",NA,"C","5.5","136812.5",NA,NA,"110476.09375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13141","12-22-308-019-0000","12-22-308-019-0000",NA,"3412  RIVER FRANKLIN PARK","5-93","65","176505","59844",NA,"C","5.5","329142",NA,NA,"265782.165","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13142","12-22-308-021-0000","12-22-308-021-0000",NA,"9363  KING FRANKLIN PARK","5-93","63","90810","45766",NA,"C","5.5","251713",NA,NA,"203258.2475","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13143","12-22-308-022-0000","12-22-308-022-0000",NA,"9300  KING FRANKLIN PARK","5-93","4","270954","99076",NA,"A","7.15","708393.4",NA,NA,"572027.6705","0.05",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13144","12-22-308-024-0000","12-22-308-024-0000",NA,"9200  KING FRANKLIN PARK","5-93","65","71148","12015",NA,"C","6","72090",NA,NA,"58212.675","0.09",NA,NA,NA,"173160",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13145","12-22-308-025-0000","12-22-308-025-0000",NA,"9148  KING FRANKLIN PARK","5-93","58","50820","39723",NA,"C","5.5","218476.5",NA,NA,"176419.77375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13146","12-22-308-026-0000","12-22-308-026-0000",NA,"9105  KING FRANKLIN PARK","5-93","65","30492","18300",NA,"C","6","109800",NA,NA,"88663.5","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13147","12-22-308-027-0000","12-22-308-027-0000",NA,"9101  KING FRANKLIN PARK","5-93","60","30492","17972",NA,"C","6","107832",NA,NA,"87074.34","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13148","12-22-308-034-0000","12-22-308-034-0000",NA,"9400  KING FRANKLIN PARK","5-93","53","158139","58800",NA,"C","5.5","323400",NA,NA,"261145.5","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13149","12-22-315-045-0000","12-22-315-045-0000",NA,"9400  BELMONT FRANKLIN PARK","5-93","60","182787","56761",NA,"C","5.5","312185.5",NA,NA,"252089.79125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13150","12-22-315-053-0000","12-22-315-053-0000",NA,"9400  BELMONT FRANKLIN PARK","5-93","60","245572","132520",NA,"B","5.75","761990",NA,NA,"615306.925","0.07",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13151","12-22-319-011-0000","12-22-319-011-0000",NA,"9200  GAGE FRANKLIN PARK","5-93","62","26968","6980",NA,"C","6.5","45370",NA,NA,"36636.275","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13152","12-22-320-004-0000","12-22-320-004-0000",NA,"9120  GAGE FRANKLIN PARK","5-93","56","73868","54232",NA,"C","5.5","298276",NA,NA,"240857.87","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13153","12-22-321-013-0000","12-22-321-013-0000",NA,"9240  BELMONT FRANKLIN PARK","5-93","28","81250","49067",NA,"C","5.5","269868.5",NA,NA,"217918.81375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13154","12-22-321-019-0000","12-22-321-019-0000",NA,"9210  BELMONT FRANKLIN PARK","5-93","67","48750","11573",NA,"C","6","69438",NA,NA,"56071.185","0.09",NA,NA,NA,"18435",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13155","12-22-321-021-0000","12-22-321-021-0000",NA,"9201  BELMONT FRANKLIN PARK","5-93","60","83997","57207",NA,"C","5.5","314638.5",NA,NA,"254070.58875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13156","12-22-321-034-0000","12-22-321-034-0000",NA,"9211  GAGE FRANKLIN PARK","5-93","66","58750","18745",NA,"C","6","112470",NA,NA,"90819.525","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13157","12-22-321-035-0000","12-22-321-035-0000",NA,"9234 W BELMONT FRANKLIN PARK","5-93","18","461736","176076",NA,"A","6.5","1144494",NA,NA,"924178.905","0.05",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13158","12-22-322-002-0000","12-22-322-002-0000",NA,"9128  BELMONT FRANKLIN PARK","5-93","69","50700","26991",NA,"C","5.5","148450.5",NA,NA,"119873.77875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13159","12-22-323-010-0000","12-22-323-010-0000",NA,"3522  MARTENS FRANKLIN PARK","5-93","16","33498","12320",NA,"C","6","73920",NA,NA,"59690.4","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13160","12-22-323-011-0000","12-22-323-011-0000",NA,"3518  MARTENS FRANKLIN PARK","5-93","68","19123","11475",NA,"C","6","68850",NA,NA,"55596.375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13161","12-22-323-012-0000","12-22-323-012-0000",NA,"3514  MARTENS FRANKLIN PARK","5-93","36","17206","7978",NA,"C","6.5","51857",NA,NA,"41874.5275","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13162","12-22-323-013-0000","12-22-323-013-0000",NA,"3500  MARTENS FRANKLIN PARK","5-93","68","8059","3600",NA,"C","6.5","23400",NA,NA,"18895.5","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13163","12-22-323-019-0000","12-22-323-019-0000",NA,"3400  MARTENS FRANKLIN PARK","5-93","68","9153","2580",NA,"C","6.5","16770",NA,NA,"13541.775","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13164","12-22-323-020-0000","12-22-323-020-0000",NA,"3528  MARTENS FRANKLIN PARK","5-93","61","90911","29805",NA,"C","5.5","163927.5",NA,NA,"132371.45625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13165","12-22-402-045-0000","12-22-402-045-0000",NA,"9045  KING FRANKLIN PARK","5-93","69","57359","37253",NA,"C","5.5","204891.5",NA,NA,"165449.88625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13166","12-22-402-047-0000","12-22-402-047-0000",NA,"3506  RIVER FRANKLIN PARK","5-93","69","12368","6807",NA,"C","6.5","44245.5",NA,NA,"35728.24125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13167","12-22-402-048-0000","12-22-402-048-0000",NA,"3504  RIVER FRANKLIN PARK","5-93","65","28307","11775",NA,"C","6","70650",NA,NA,"57049.875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13168","12-22-402-055-0000","12-22-402-055-0000",NA,"3450  RIVER FRANKLIN PARK","5-93","67","28889","3000",NA,"C","6.5","19500",NA,NA,"15746.25","0.09",NA,NA,NA,"135112",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13169","12-22-402-065-0000","12-22-402-065-0000",NA,"9030  GAGE FRANKLIN PARK","5-93","51","32803","19318",NA,"C","6","115908",NA,NA,"93595.71","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13170","12-22-402-068-0000","12-22-402-068-0000",NA,"3349  SCHERHORN FRANKLIN PARK","5-93","60","6704","3000",NA,"C","6.5","19500",NA,NA,"15746.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13171","12-22-402-069-0000","12-22-402-069-0000",NA,"3343  SCHERHORN FRANKLIN PARK","5-93","60","6500","3000",NA,"C","6.5","19500",NA,NA,"15746.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13172","12-22-402-070-0000","12-22-402-070-0000",NA,"3335  SCHERHORN FRANKLIN PARK","5-93","60","8458","4000",NA,"C","6.5","26000",NA,NA,"20995","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13173","12-22-402-071-0000","12-22-402-071-0000",NA,"3325  SCHERHORN FRANKLIN PARK","5-93","60","8916","4900",NA,"C","6.5","31850",NA,NA,"25718.875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13174","12-22-402-075-0000","12-22-402-075-0000",NA,"3350  SCHIERHORN FRANKLIN PARK","5-93","56","9994","4945",NA,"C","6.5","32142.5",NA,NA,"25955.06875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13175","12-22-402-076-0000","12-22-402-076-0000",NA,"3344  SCHIERHORN FRANKLIN PARK","5-93","52","11050","4884",NA,"C","6.5","31746",NA,NA,"25634.895","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13176","12-22-402-078-0000","12-22-402-078-0000",NA,"3310  SCHIERHORN FRANKLIN PARK","5-93","54","11050","4700",NA,"C","6.5","30550",NA,NA,"24669.125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13177","12-22-402-079-0000","12-22-402-079-0000",NA,"3300  SCHIERHORN FRANKLIN PARK","5-93","59","11615","4884",NA,"C","6.5","31746",NA,NA,"25634.895","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13178","12-22-402-088-0000","12-22-402-088-0000",NA,"9100 W BELMONT FRANKLIN PARK","5-93","1","454200","178516",NA,"A","6.5","1160354",NA,NA,"936985.855","0.05",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13179","12-25-316-113-0000","12-25-316-113-0000",NA,"7908 W GRAND ELMWOOD PARK","5-93","65","6250","5236",NA,"C","6.5","34034",NA,NA,"27482.455","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13180","12-25-316-115-0000","12-25-316-115-0000",NA,"7906 W GRAND ELMWOOD PARK","5-93","52","8178","2279",NA,"C","6.5","14813.5",NA,NA,"11961.90125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13181","12-25-316-117-0000","12-25-316-117-0000",NA,"7906 W GRAND ELMWOOD PARK","5-93","69","11250","5980",NA,"C","6.5","38870",NA,NA,"31387.525","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13182","12-25-316-122-0000","12-25-316-122-0000",NA,"7918 W GRAND ELMWOOD PARK","5-93","65","9035","4044",NA,"C","6.5","26286",NA,NA,"21225.945","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13183","12-25-316-126-0000","12-25-316-126-0000",NA,"7834 W GRAND ELMWOOD PARK","5-93","58","47033","44815",NA,"C","5.5","246482.5",NA,NA,"199034.61875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13184","12-25-316-127-0000","12-25-316-127-0000",NA,"7912 W GRAND ELMWOOD PARK","5-93","63","6250","7717",NA,"C","6.5","50160.5",NA,NA,"40504.60375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13185","12-25-316-128-0000","12-25-316-128-0000",NA,"7916 W GRAND ELMWOOD PARK","5-93","72","9375","10875",NA,"C","6","65250",NA,NA,"52689.375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13186","12-25-319-053-0000","12-25-319-053-0000",NA,"7959 W GRAND ELMWOOD PARK","5-93","107","5127","4980",NA,"C","6.5","32370",NA,NA,"26138.775","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13187","12-25-321-005-0000","12-25-321-005-0000",NA,"7829 W GRAND ELMWOOD PARK","5-93","71","25044","24308",NA,"C","5.5","133694",NA,NA,"107957.905","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13188","12-26-323-041-0000","12-26-323-041-0000",NA,"2420 N RIVER RIVER GROVE","5-93","27","21333","1372",NA,"C","6.5","8918",NA,NA,"7201.285","0.09",NA,NA,NA,"182217.5",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13189","12-26-403-019-0000","12-26-403-019-0000",NA,"8256 W GRAND RIVER GROVE","5-93","48","6250","3825",NA,"C","6.5","24862.5",NA,NA,"20076.46875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13190","12-26-404-028-0000","12-26-404-028-0000",NA,"2726  CLINTON RIVER GROVE","5-93","56","3350","2850",NA,"C","6.5","18525",NA,NA,"14958.9375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13191","12-26-405-016-0000","12-26-405-016-0000",NA,"8140 W GRAND RIVER GROVE","5-93","67","6038","5117",NA,"C","6.5","33260.5",NA,NA,"26857.85375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13192","12-26-405-020-0000","12-26-405-020-0000",NA,"2727  CLINTON RIVER GROVE","5-93","56","48929","29230",NA,"C","5.5","160765",NA,NA,"129817.7375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13193","12-26-406-002-0000","12-26-406-002-0000",NA,"2657  ERIE RIVER GROVE","5-93","70","24127","13865",NA,"C","6","83190",NA,NA,"67175.925","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13194","12-26-406-005-0000","12-26-406-005-0000",NA,"2637  ERIE RIVER GROVE","5-93","65","6700","3885",NA,"C","6.5","25252.5",NA,NA,"20391.39375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13195","12-26-406-008-0000","12-26-406-008-0000",NA,"2650  DAVISSON RIVER GROVE","5-93","51","6700","3920",NA,"C","6.5","25480",NA,NA,"20575.1","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13196","12-26-406-009-0000","12-26-406-009-0000",NA,"2640  DAVISSON RIVER GROVE","5-93","68","6700","3618",NA,"C","6.5","23517",NA,NA,"18989.9775","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13197","12-26-406-010-0000","12-26-406-010-0000",NA,"2638  DAVISSON RIVER GROVE","5-93","70","11738","13230",NA,"C","6","79380",NA,NA,"64099.35","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13198","12-26-406-025-0000","12-26-406-025-0000",NA,"2645  ERIE RIVER GROVE","5-93","57","3350","1725",NA,"C","6.5","11212.5",NA,NA,"9054.09375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13199","12-26-406-027-0000","12-26-406-027-0000",NA,"8110 W GRAND RIVER GROVE","5-93","54","3125","2400",NA,"C","6.5","15600",NA,NA,"12597","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13200","12-26-407-001-0000","12-26-407-001-0000",NA,"2655  DAVISSON RIVER GROVE","5-93","61","7316","2800",NA,"C","6.5","18200",NA,NA,"14696.5","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13201","12-26-407-002-0000","12-26-407-002-0000",NA,"2647  DAVISSON RIVER GROVE","5-93","72","6700","5609",NA,"C","6.5","36458.5",NA,NA,"29440.23875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13202","12-26-407-003-0000","12-26-407-003-0000",NA,"2641  DAVISSON RIVER GROVE","5-93","68","17982","7691",NA,"C","6.5","49991.5",NA,NA,"40368.13625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13203","12-26-407-006-0000","12-26-407-006-0000",NA,"2642 N HAYMOND RIVER GROVE","5-93","57","19430","12946",NA,"C","6","77676",NA,NA,"62723.37","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13204","12-26-407-009-0000","12-26-407-009-0000",NA,"2636 N HAYMOND RIVER GROVE","5-93","69","8837","6670",NA,"C","6.5","43355",NA,NA,"35009.1625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13205","12-26-407-010-0000","12-26-407-010-0000",NA,"8058 W GRAND RIVER GROVE","5-93","72","4575","3969",NA,"C","6.5","25798.5",NA,NA,"20832.28875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13206","12-26-407-013-0000","12-26-407-013-0000",NA,"8044 W GRAND RIVER GROVE","5-93","76","6125","2431",NA,"C","6.5","15801.5",NA,NA,"12759.71125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13207","12-26-417-003-0000","12-26-417-003-0000",NA,"8115 W GRAND RIVER GROVE","6-63","49","6250","4910",NA,"C","6.5","31915",NA,NA,"25771.3625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13208","12-26-419-010-0000","12-26-419-010-0000",NA,"8001 W GRAND RIVER GROVE","5-93","41","4051","4007",NA,"C","6.5","26045.5",NA,NA,"21031.74125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13209","12-27-104-034-0000","12-27-104-034-0000",NA,"9462  FRANKLIN FRANKLIN PARK","5-93","61","13056","10662",NA,"C","6","63972",NA,NA,"51657.39","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13210","12-27-104-040-0000","12-27-104-040-0000",NA,"9430  FRANKLIN FRANKLIN PARK","5-93","63","6480","6330",NA,"C","6.5","41145",NA,NA,"33224.5875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13211","12-27-104-060-0000","12-27-104-060-0000",NA,"9490  FRANKLIN FRANKLIN PARK","5-93","62","17272","9629",NA,"C","6.5","62588.5",NA,NA,"50540.21375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13212","12-27-104-064-0000","12-27-104-064-0000",NA,"9360  FRANKLIN FRANKLIN PARK","5-93","53","10430","4593",NA,"C","6.5","29854.5",NA,NA,"24107.50875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13213","12-27-105-005-0000","12-27-105-005-0000",NA,"9335  BELMONT FRANKLIN PARK","5-93","69","87120","50477",NA,"C","5.5","277623.5",NA,NA,"224180.97625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13214","12-27-109-008-0000","12-27-109-008-0000",NA,"9400  SCHILLER FRANKLIN PARK","5-93","76","11889","2760",NA,"C","6.5","17940",NA,NA,"14486.55","0.09",NA,NA,NA,"6367.5",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13215","12-27-110-012-0000","12-27-110-012-0000",NA,"9331  SCHILLER FRANKLIN PARK","5-93","60","5000","2040",NA,"C","6.5","13260",NA,NA,"10707.45","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13216","12-27-110-015-0000","12-27-110-015-0000",NA,"9321  SCHILLER FRANKLIN PARK","5-93","59","3699","3000",NA,"C","6.5","19500",NA,NA,"15746.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13217","12-27-111-032-0000","12-27-111-032-0000",NA,"9330  FRANKLIN FRANKLIN PARK","5-93","67","11692","9105",NA,"C","6.5","59182.5",NA,NA,"47789.86875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13218","12-27-111-042-0000","12-27-111-042-0000",NA,"9324  FRANKLIN FRANKLIN PARK","5-93","57","2273","1995",NA,"C","6.5","12967.5",NA,NA,"10471.25625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13219","12-27-112-007-0000","12-27-112-007-0000",NA,"9244  PARKLANE FRANKLIN PARK","5-93","63","10000","7946",NA,"C","6.5","51649",NA,NA,"41706.5675","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13220","12-27-112-013-0000","12-27-112-013-0000",NA,"9238  PARKLANE FRANKLIN PARK","5-93","63","13254","10000",NA,"C","6.5","65000",NA,NA,"52487.5","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13221","12-27-112-035-0000","12-27-112-035-0000",NA,"3010  WILLOW FRANKLIN PARK","5-93","50","13990","9550",NA,"C","6.5","62075",NA,NA,"50125.5625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13222","12-27-112-045-0000","12-27-112-045-0000",NA,"9200  PARKLANE FRANKLIN PARK","5-93","50","15049","8725",NA,"C","6.5","56712.5",NA,NA,"45795.34375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13223","12-27-112-048-0000","12-27-112-048-0000",NA,"3014  WILLOW FRANKLIN PARK","5-93","44","6250","4980",NA,"C","6.5","32370",NA,NA,"26138.775","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
