keypin_concat,keypin,pins,has_range,pins2,pins3,check_me,Alea_added
29272000040000,29-27-200-004-0000,29-27-200-004-0000,0,29-27-200-004-0000,29-27-200-004-0000,0,0
29272040240000,29-27-204-024-0000,29-27-204-024-0000,0,29-27-204-024-0000,29-27-204-024-0000,0,0
29273100100000,29-27-310-010-0000,"29-27-310-010-0000, 29-34-102-001-0000, 29-34-102-007-0000, 29-34-102-008-0000, 29-34-102-016-0000",0,29-27-310-010-0000,29-27-310-010-0000,0,0
29273100100000,29-27-310-010-0000,"29-27-310-010-0000, 29-34-102-001-0000, 29-34-102-007-0000, 29-34-102-008-0000, 29-34-102-016-0000",0,29-34-102-001-0000,29-34-102-001-0000,0,0
29273100100000,29-27-310-010-0000,"29-27-310-010-0000, 29-34-102-001-0000, 29-34-102-007-0000, 29-34-102-008-0000, 29-34-102-016-0000",0,29-34-102-007-0000,29-34-102-007-0000,0,0
29273100100000,29-27-310-010-0000,"29-27-310-010-0000, 29-34-102-001-0000, 29-34-102-007-0000, 29-34-102-008-0000, 29-34-102-016-0000",0,29-34-102-008-0000,29-34-102-008-0000,0,0
29273100100000,29-27-310-010-0000,"29-27-310-010-0000, 29-34-102-001-0000, 29-34-102-007-0000, 29-34-102-008-0000, 29-34-102-016-0000",0,29-34-102-016-0000,29-34-102-016-0000,0,0
29281000450000,29-28-100-045-0000,"29-28-100-045-0000, 29-28-100-046-0000",0,29-28-100-045-0000,29-28-100-045-0000,0,0
29281000450000,29-28-100-045-0000,"29-28-100-045-0000, 29-28-100-046-0000",0,29-28-100-046-0000,29-28-100-046-0000,0,0
29281000960000,29-28-100-096-0000,29-28-100-096-0000,0,29-28-100-096-0000,29-28-100-096-0000,0,0
29281020130000,29-28-102-013-0000,29-28-102-013-0000,0,29-28-102-013-0000,29-28-102-013-0000,0,0
29281020160000,29-28-102-016-0000,29-28-102-016-0000,0,29-28-102-016-0000,29-28-102-016-0000,0,0
29281040050000,29-28-104-005-0000,29-28-104-005-0000,0,29-28-104-005-0000,29-28-104-005-0000,0,0
29281050020000,29-28-105-002-0000,"29-28-105-002-0000, 29-28-105-009-0000",0,29-28-105-002-0000,29-28-105-002-0000,0,0
29281050020000,29-28-105-002-0000,"29-28-105-002-0000, 29-28-105-009-0000",0,29-28-105-009-0000,29-28-105-009-0000,0,0
29281050040000,29-28-105-004-0000,29-28-105-004-0000,0,29-28-105-004-0000,29-28-105-004-0000,0,0
29281050060000,29-28-105-006-0000,"29-28-105-006-0000, 29-28-105-013-0000",0,29-28-105-006-0000,29-28-105-006-0000,0,0
29281050060000,29-28-105-006-0000,"29-28-105-006-0000, 29-28-105-013-0000",0,29-28-105-013-0000,29-28-105-013-0000,0,0
29281050070000,29-28-105-007-0000,29-28-105-007-0000,0,29-28-105-007-0000,29-28-105-007-0000,0,0
29282020130000,29-28-202-013-0000,29-28-202-013-0000,0,29-28-202-013-0000,29-28-202-013-0000,0,0
29291000070000,29-29-100-007-0000,29-29-100-007-0000,0,29-29-100-007-0000,29-29-100-007-0000,0,0
29291000110000,29-29-100-011-0000,29-29-100-011-0000,0,29-29-100-011-0000,29-29-100-011-0000,0,0
29292000280000,29-29-200-028-0000,29-29-200-028-0000,0,29-29-200-028-0000,29-29-200-028-0000,0,0
29292010130000,29-29-201-013-0000,"29-29-201-013-0000, 29-29-201-026-0000",0,29-29-201-013-0000,29-29-201-013-0000,0,0
29292010130000,29-29-201-013-0000,"29-29-201-013-0000, 29-29-201-026-0000",0,29-29-201-026-0000,29-29-201-026-0000,0,0
29292010210000,29-29-201-021-0000,"29-29-201-021-0000, 29-29-201-027-0000",0,29-29-201-021-0000,29-29-201-021-0000,0,0
29292010210000,29-29-201-021-0000,"29-29-201-021-0000, 29-29-201-027-0000",0,29-29-201-027-0000,29-29-201-027-0000,0,0
29292010400000,29-29-201-040-0000,29-29-201-040-0000,0,29-29-201-040-0000,29-29-201-040-0000,0,0
29294040050000,29-29-404-005-0000,29-29-404-005-0000,0,29-29-404-005-0000,29-29-404-005-0000,0,0
29313070120000,29-31-307-012-0000,"29-31-307-012-0000, 29-31-307-013-0000, 29-31-307-014-0000, 29-31-307-017-0000",0,29-31-307-012-0000,29-31-307-012-0000,0,0
29313070120000,29-31-307-012-0000,"29-31-307-012-0000, 29-31-307-013-0000, 29-31-307-014-0000, 29-31-307-017-0000",0,29-31-307-013-0000,29-31-307-013-0000,0,0
29313070120000,29-31-307-012-0000,"29-31-307-012-0000, 29-31-307-013-0000, 29-31-307-014-0000, 29-31-307-017-0000",0,29-31-307-014-0000,29-31-307-014-0000,0,0
29313070120000,29-31-307-012-0000,"29-31-307-012-0000, 29-31-307-013-0000, 29-31-307-014-0000, 29-31-307-017-0000",0,29-31-307-017-0000,29-31-307-017-0000,0,0
29313150120000,29-31-315-012-0000,"29-31-315-012-0000, 29-31-315-013-0000",0,29-31-315-012-0000,29-31-315-012-0000,0,0
29313150120000,29-31-315-012-0000,"29-31-315-012-0000, 29-31-315-013-0000",0,29-31-315-013-0000,29-31-315-013-0000,0,0
29314080110000,29-31-408-011-0000,"29-31-408-011-0000, 29-31-408-012-0000",0,29-31-408-011-0000,29-31-408-011-0000,0,0
29314080110000,29-31-408-011-0000,"29-31-408-011-0000, 29-31-408-012-0000",0,29-31-408-012-0000,29-31-408-012-0000,0,0
29321000430000,29-32-100-043-0000,29-32-100-043-0000,0,29-32-100-043-0000,29-32-100-043-0000,0,0
29321010530000,29-32-101-053-0000,29-32-101-053-0000,0,29-32-101-053-0000,29-32-101-053-0000,0,0
29321010640000,29-32-101-064-0000,"29-32-101-064-0000, 29-32-101-065-0000",0,29-32-101-064-0000,29-32-101-064-0000,0,0
29321010640000,29-32-101-064-0000,"29-32-101-064-0000, 29-32-101-065-0000",0,29-32-101-065-0000,29-32-101-065-0000,0,0
29321010800000,29-32-101-080-0000,29-32-101-080-0000,0,29-32-101-080-0000,29-32-101-080-0000,0,0
29321010850000,29-32-101-085-0000,29-32-101-085-0000,0,29-32-101-085-0000,29-32-101-085-0000,0,0
29321010870000,29-32-101-087-0000,29-32-101-087-0000,0,29-32-101-087-0000,29-32-101-087-0000,0,0
29322000110000,29-32-200-011-0000,29-32-200-011-0000,0,29-32-200-011-0000,29-32-200-011-0000,0,0
29322000320000,29-32-200-032-0000,29-32-200-032-0000,0,29-32-200-032-0000,29-32-200-032-0000,0,0
29322000550000,29-32-200-055-0000,29-32-200-055-0000,0,29-32-200-055-0000,29-32-200-055-0000,0,0
29322000560000,29-32-200-056-0000,29-32-200-056-0000,0,29-32-200-056-0000,29-32-200-056-0000,0,0
29322000820000,29-32-200-082-0000,29-32-200-082-0000,0,29-32-200-082-0000,29-32-200-082-0000,0,0
29322000870000,29-32-200-087-0000,"29-32-200-087-0000, 29-32-200-088-0000, 29-32-200-090-0000",0,29-32-200-087-0000,29-32-200-087-0000,0,0
29322000870000,29-32-200-087-0000,"29-32-200-087-0000, 29-32-200-088-0000, 29-32-200-090-0000",0,29-32-200-088-0000,29-32-200-088-0000,0,0
29322000870000,29-32-200-087-0000,"29-32-200-087-0000, 29-32-200-088-0000, 29-32-200-090-0000",0,29-32-200-090-0000,29-32-200-090-0000,0,0
29322010140000,29-32-201-014-0000,29-32-201-014-0000,0,29-32-201-014-0000,29-32-201-014-0000,0,0
29324060470000,29-32-406-047-0000,29-32-406-047-0000,0,29-32-406-047-0000,29-32-406-047-0000,0,0
29331000130000,29-33-100-013-0000,29-33-100-013-0000,0,29-33-100-013-0000,29-33-100-013-0000,0,0
29331000610000,29-33-100-061-0000,29-33-100-061-0000,0,29-33-100-061-0000,29-33-100-061-0000,0,0
29331000620000,29-33-100-062-0000,29-33-100-062-0000,0,29-33-100-062-0000,29-33-100-062-0000,0,0
29331000671001,29-33-100-067-1001,29-33-100-067-1001,0,29-33-100-067-1001,29-33-100-067-1001,0,0
29331000671002,29-33-100-067-1002,29-33-100-067-1002,0,29-33-100-067-1002,29-33-100-067-1002,0,0
29331000671003,29-33-100-067-1003,29-33-100-067-1003,0,29-33-100-067-1003,29-33-100-067-1003,0,0
29331000671004,29-33-100-067-1004,29-33-100-067-1004,0,29-33-100-067-1004,29-33-100-067-1004,0,0
29331000671006,29-33-100-067-1006,29-33-100-067-1006,0,29-33-100-067-1006,29-33-100-067-1006,0,0
29331000671007,29-33-100-067-1007,29-33-100-067-1007,0,29-33-100-067-1007,29-33-100-067-1007,0,0
29331000671008,29-33-100-067-1008,29-33-100-067-1008,0,29-33-100-067-1008,29-33-100-067-1008,0,0
29331000671009,29-33-100-067-1009,29-33-100-067-1009,0,29-33-100-067-1009,29-33-100-067-1009,0,0
29331000671010,29-33-100-067-1010,29-33-100-067-1010,0,29-33-100-067-1010,29-33-100-067-1010,0,0
29331000671011,29-33-100-067-1011,29-33-100-067-1011,0,29-33-100-067-1011,29-33-100-067-1011,0,0
29331000671012,29-33-100-067-1012,29-33-100-067-1012,0,29-33-100-067-1012,29-33-100-067-1012,0,0
29331000671013,29-33-100-067-1013,29-33-100-067-1013,0,29-33-100-067-1013,29-33-100-067-1013,0,0
29331000671014,29-33-100-067-1014,29-33-100-067-1014,0,29-33-100-067-1014,29-33-100-067-1014,0,0
29341070350000,29-34-107-035-0000,29-34-107-035-0000,0,29-34-107-035-0000,29-34-107-035-0000,0,0
29341310030000,29-34-131-003-0000,"29-34-131-003-0000, 29-34-131-004-0000, 29-34-131-005-0000, 29-34-131-013-0000",0,29-34-131-003-0000,29-34-131-003-0000,0,0
29341310030000,29-34-131-003-0000,"29-34-131-003-0000, 29-34-131-004-0000, 29-34-131-005-0000, 29-34-131-013-0000",0,29-34-131-004-0000,29-34-131-004-0000,0,0
29341310030000,29-34-131-003-0000,"29-34-131-003-0000, 29-34-131-004-0000, 29-34-131-005-0000, 29-34-131-013-0000",0,29-34-131-005-0000,29-34-131-005-0000,0,0
29341310030000,29-34-131-003-0000,"29-34-131-003-0000, 29-34-131-004-0000, 29-34-131-005-0000, 29-34-131-013-0000",0,29-34-131-013-0000,29-34-131-013-0000,0,0
29361010500000,29-36-101-050-0000,"29-36-101-050-0000, 29-36-101-051-0000, 29-36-101-052-0000, 29-36-101-053-0000, 29-36-101-054-0000, 29-36-101-055-0000",0,29-36-101-050-0000,29-36-101-050-0000,0,0
29361010500000,29-36-101-050-0000,"29-36-101-050-0000, 29-36-101-051-0000, 29-36-101-052-0000, 29-36-101-053-0000, 29-36-101-054-0000, 29-36-101-055-0000",0,29-36-101-051-0000,29-36-101-051-0000,0,0
29361010500000,29-36-101-050-0000,"29-36-101-050-0000, 29-36-101-051-0000, 29-36-101-052-0000, 29-36-101-053-0000, 29-36-101-054-0000, 29-36-101-055-0000",0,29-36-101-052-0000,29-36-101-052-0000,0,0
29361010500000,29-36-101-050-0000,"29-36-101-050-0000, 29-36-101-051-0000, 29-36-101-052-0000, 29-36-101-053-0000, 29-36-101-054-0000, 29-36-101-055-0000",0,29-36-101-053-0000,29-36-101-053-0000,0,0
29361010500000,29-36-101-050-0000,"29-36-101-050-0000, 29-36-101-051-0000, 29-36-101-052-0000, 29-36-101-053-0000, 29-36-101-054-0000, 29-36-101-055-0000",0,29-36-101-054-0000,29-36-101-054-0000,0,0
29361010500000,29-36-101-050-0000,"29-36-101-050-0000, 29-36-101-051-0000, 29-36-101-052-0000, 29-36-101-053-0000, 29-36-101-054-0000, 29-36-101-055-0000",0,29-36-101-055-0000,29-36-101-055-0000,0,0
29362011480000,29-36-201-148-0000,29-36-201-148-0000,0,29-36-201-148-0000,29-36-201-148-0000,0,0
29362070230000,29-36-207-023-0000,"29-36-207-023-0000, 29-36-207-024-0000, 29-36-207-025-0000, 29-36-207-040-0000",0,29-36-207-023-0000,29-36-207-023-0000,0,0
29362070230000,29-36-207-023-0000,"29-36-207-023-0000, 29-36-207-024-0000, 29-36-207-025-0000, 29-36-207-040-0000",0,29-36-207-024-0000,29-36-207-024-0000,0,0
29362070230000,29-36-207-023-0000,"29-36-207-023-0000, 29-36-207-024-0000, 29-36-207-025-0000, 29-36-207-040-0000",0,29-36-207-025-0000,29-36-207-025-0000,0,0
29362070230000,29-36-207-023-0000,"29-36-207-023-0000, 29-36-207-024-0000, 29-36-207-025-0000, 29-36-207-040-0000",0,29-36-207-040-0000,29-36-207-040-0000,0,0
29364010390000,29-36-401-039-0000,29-36-401-039-0000,0,29-36-401-039-0000,29-36-401-039-0000,0,0
30052000040000,30-05-200-004-0000,30-05-200-004-0000,0,30-05-200-004-0000,30-05-200-004-0000,0,0
30061020480000,30-06-102-048-0000,30-06-102-048-0000,0,30-06-102-048-0000,30-06-102-048-0000,0,0
30063150020000,30-06-315-002-0000,"30-06-315-002-0000, 30-06-315-004-0000",0,30-06-315-002-0000,30-06-315-002-0000,0,0
30063150020000,30-06-315-002-0000,"30-06-315-002-0000, 30-06-315-004-0000",0,30-06-315-004-0000,30-06-315-004-0000,0,0
30064000360000,30-06-400-036-0000,"30-06-400-036-0000, 30-06-400-037-0000",0,30-06-400-036-0000,30-06-400-036-0000,0,0
30064000360000,30-06-400-036-0000,"30-06-400-036-0000, 30-06-400-037-0000",0,30-06-400-037-0000,30-06-400-037-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-023-0000,30-07-129-023-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-024-0000,30-07-129-024-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-025-0000,30-07-129-025-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-026-0000,30-07-129-026-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-027-0000,30-07-129-027-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-028-0000,30-07-129-028-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-029-0000,30-07-129-029-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-030-0000,30-07-129-030-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-031-0000,30-07-129-031-0000,0,0
30071290280000,30-07-129-028-0000,"30-07-129-023-0000, 30-07-129-024-0000, 30-07-129-025-0000, 30-07-129-026-0000, 30-07-129-027-0000, 30-07-129-028-0000, 30-07-129-029-0000, 30-07-129-030-0000, 30-07-129-031-0000, 30-07-129-032-0000",0,30-07-129-032-0000,30-07-129-032-0000,0,0
30072170140000,30-07-217-014-0000,"30-07-217-012-0000, 30-07-217-013-0000, 30-07-217-014-0000, 30-07-217-015-0000",0,30-07-217-012-0000,30-07-217-012-0000,0,0
30072170140000,30-07-217-014-0000,"30-07-217-012-0000, 30-07-217-013-0000, 30-07-217-014-0000, 30-07-217-015-0000",0,30-07-217-013-0000,30-07-217-013-0000,0,0
30072170140000,30-07-217-014-0000,"30-07-217-012-0000, 30-07-217-013-0000, 30-07-217-014-0000, 30-07-217-015-0000",0,30-07-217-014-0000,30-07-217-014-0000,0,0
30072170140000,30-07-217-014-0000,"30-07-217-012-0000, 30-07-217-013-0000, 30-07-217-014-0000, 30-07-217-015-0000",0,30-07-217-015-0000,30-07-217-015-0000,0,0
30081000140000,30-08-100-014-0000,30-08-100-014-0000,0,30-08-100-014-0000,30-08-100-014-0000,0,0
30081020010000,30-08-102-001-0000,"30-08-102-001-0000, 30-08-201-001-0000",0,30-08-102-001-0000,30-08-102-001-0000,0,0
30081020010000,30-08-102-001-0000,"30-08-102-001-0000, 30-08-201-001-0000",0,30-08-201-001-0000,30-08-201-001-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-001-0000,30-08-107-001-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-002-0000,30-08-107-002-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-003-0000,30-08-107-003-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-004-0000,30-08-107-004-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-005-0000,30-08-107-005-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-006-0000,30-08-107-006-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-019-0000,30-08-107-019-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-020-0000,30-08-107-020-0000,0,0
30081070030000,30-08-107-003-0000,"30-08-107-001-0000, 30-08-107-002-0000, 30-08-107-003-0000, 30-08-107-004-0000, 30-08-107-005-0000, 30-08-107-006-0000, 30-08-107-019-0000, 30-08-107-020-0000, 30-08-107-021-0000",0,30-08-107-021-0000,30-08-107-021-0000,0,0
30082020330000,30-08-202-033-0000,30-08-202-033-0000,0,30-08-202-033-0000,30-08-202-033-0000,0,0
30082030060000,30-08-203-006-0000,"30-08-203-006-0000, 30-08-203-007-0000, 30-08-203-008-0000, 30-08-203-029-0000, 30-08-203-030-0000, 30-08-203-031-0000",0,30-08-203-006-0000,30-08-203-006-0000,0,0
30082030060000,30-08-203-006-0000,"30-08-203-006-0000, 30-08-203-007-0000, 30-08-203-008-0000, 30-08-203-029-0000, 30-08-203-030-0000, 30-08-203-031-0000",0,30-08-203-007-0000,30-08-203-007-0000,0,0
30082030060000,30-08-203-006-0000,"30-08-203-006-0000, 30-08-203-007-0000, 30-08-203-008-0000, 30-08-203-029-0000, 30-08-203-030-0000, 30-08-203-031-0000",0,30-08-203-008-0000,30-08-203-008-0000,0,0
30082030060000,30-08-203-006-0000,"30-08-203-006-0000, 30-08-203-007-0000, 30-08-203-008-0000, 30-08-203-029-0000, 30-08-203-030-0000, 30-08-203-031-0000",0,30-08-203-029-0000,30-08-203-029-0000,0,0
30082030060000,30-08-203-006-0000,"30-08-203-006-0000, 30-08-203-007-0000, 30-08-203-008-0000, 30-08-203-029-0000, 30-08-203-030-0000, 30-08-203-031-0000",0,30-08-203-030-0000,30-08-203-030-0000,0,0
30082030060000,30-08-203-006-0000,"30-08-203-006-0000, 30-08-203-007-0000, 30-08-203-008-0000, 30-08-203-029-0000, 30-08-203-030-0000, 30-08-203-031-0000",0,30-08-203-031-0000,30-08-203-031-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-002-0000,30-08-203-002-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-003-0000,30-08-203-003-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-004-0000,30-08-203-004-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-023-0000,30-08-203-023-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-024-0000,30-08-203-024-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-025-0000,30-08-203-025-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-026-0000,30-08-203-026-0000,0,0
30082030250000,30-08-203-025-0000,"30-08-203-002-0000, 30-08-203-003-0000, 30-08-203-004-0000, 30-08-203-023-0000, 30-08-203-024-0000, 30-08-203-025-0000, 30-08-203-026-0000, 30-08-203-027-0000",0,30-08-203-027-0000,30-08-203-027-0000,0,0
30083230450000,30-08-323-045-0000,30-08-323-045-0000,0,30-08-323-045-0000,30-08-323-045-0000,0,0
30084000520000,30-08-400-052-0000,30-08-400-052-0000,0,30-08-400-052-0000,30-08-400-052-0000,0,0
30084040220000,30-08-404-022-0000,"30-08-402-010-0000, 30-08-404-022-0000",0,30-08-402-010-0000,30-08-402-010-0000,0,0
30084040220000,30-08-404-022-0000,"30-08-402-010-0000, 30-08-404-022-0000",0,30-08-404-022-0000,30-08-404-022-0000,0,0
30181000200000,30-18-100-020-0000,30-18-100-020-0000,0,30-18-100-020-0000,30-18-100-020-0000,0,0
