agency_number,agency_name,recaptured_sp_ptab,recaptured_coe,year,total_recaptured
030830000,VILLAGE OF   NILES,-156553,-35,2023,-156588
030830020,VILLAGE OF NILES   RB-BOND,-1292,-2,2023,-1294
030830080,VILLAGE OF NILES FIRE PENSION ESCROW,-27822,-56,2023,-27878
030830085,VILLAGE OF NILES POLICE PENSION ESCROW,-29434,-62,2023,-29496
030830505,TIF VIL OF NILES-6 GROSS POINT TOUHY,-187085,0,2023,-187085
030830506,TIF VIL OF NILES-MILWAUKEE/HARLEM,-5337,0,2023,-5337
030830508,TIF VIL OF NILES-MILWAUKEE/OAKTON,-14397,-575,2023,-14972
030830509,TIF VIL OF NILES-MILWAUKEE/DEMPSTER,-7623,0,2023,-7623
030840000,VILLAGE OF   NORRIDGE,-26,-1,2023,-27
030840020,VILLAGE OF NORRIDGE   RB,-554,-6,2023,-560
030840085,VILLAGE OF NORRIDGE - POLICE PENSION ESCROW,-11375,-300,2023,-11675
030850000,CITY OF   NORTH LAKE,-76490,0,2023,-76490
030850020,CITY OF NORTH LAKE   RB,-1913,0,2023,-1913
030850085,CITY OF NORTH LAKE POLICE PENSION ESCROW,-23674,0,2023,-23674
030860000,VILLAGE OF   NORTH RIVERSIDE,-7821,-109,2023,-7930
030870000,VILLAGE OF   NORTHBROOK,-230820,-4465,2023,-235285
030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,-152843,-3068,2023,-155911
030870020,VILLAGE OF NORTHBROOK   RB,-9921,-211,2023,-10132
030870080,VILLAGE OF NORTHBROOK FIRE PENSION ESCROW,-72589,-1453,2023,-74042
030870085,VILLAGE OF NORTHBROOK POLICE PENSION ESCROW,-67604,-1364,2023,-68968
030880000,VILLAGE OF   NORTHFIELD,-89190,0,2023,-89190
030880020,VILLAGE OF NORTHFIELD   RB,-1199,0,2023,-1199
030880101,VIL OF NORTHFIELD SPECIAL SERVICE AREA 04-1,-1763,0,2023,-1763
030880106,VIL OF NORTHFIELD SPEC SERV AREA #17-1,-2507,0,2023,-2507
030900000,CITY OF OAK FOREST,-68593,-15131,2023,-83724
030900020,CITY OF OAK FOREST  RB,-1192,-255,2023,-1447
030900080,CITY OF OAK FOREST FIRE PENSION ESCROW,-10316,-2196,2023,-12512
030900085,CITY OF OAK FOREST POLICE PENSION ESCROW,-23136,-4496,2023,-27632
030900502,TIF CITY OF OAK FOREST-3,-5319,0,2023,-5319
030900503,TIF CITY OF OAK FOREST-4,0,-61939,2023,-61939
030900504,TIF CITY OF OAK FOREST-BUSINESS PARK EAST,-2328,0,2023,-2328
030900505,TIF CITY OF OAK FOREST-CICERO AVE,-334,0,2023,-334
030900506,TIF CITY OF OAK FOREST-7,-6377,0,2023,-6377
030910000,VILLAGE OF   OAK LAWN,-191291,-1661,2023,-192952
030910001,VILLAGE OF OAK LAWN LIBRARY FUND,-110298,-937,2023,-111235
030910020,VILLAGE OF OAK LAWN   RB,-3743,-32,2023,-3775
030910080,VILLAGE OF OAK LAWN FIRE PENSION ESCROW,-47843,-412,2023,-48255
030910085,VILLAGE OF OAK LAWN POLICE PENSION ESCROW,-47843,-412,2023,-48255
030910503,TIF VIL OF OAK LAWN-TRAIN STATION,-3751,0,2023,-3751
030910506,TIF VIL OF OAK LAWN-111TH ST/CICERO AVE,0,-9455,2023,-9455
030910507,TIF VIL OF OAK LAWN-CICERO GATEWAY,-173559,0,2023,-173559
030910508,TIF VIL OF OAK LAWN-PATRIOT STATION,-520,-1749,2023,-2269
030920000,VILLAGE OF   OAK PARK,-145249,-15754,2023,-161003
030920001,VILLAGE OF OAK PARK LIBRARY FUND,-57162,-6922,2023,-64084
030920080,VILLAGE OF OAK PARK FIRE PENSION ESCROW,-35284,-4244,2023,-39528
030920085,VILLAGE OF OAK PARK POLICE PENSION ESCROW,-40031,-4786,2023,-44817
030920100,VILLAGE OF OAK PARK SPECIAL SERVICES AREA 1,-3262,0,2023,-3262
030930000,VILLAGE OF   OLYMPIA FIELDS,-15657,-512,2023,-16169
030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,-1751,-55,2023,-1806
030930020,VILLAGE OF OLYMPIA FIELDS   RB,-746,-19,2023,-765
030930085,VILLAGE OF OLYMPIA FIELDS POLICE PENSION,-12680,-427,2023,-13107
030930102,VILLAGE OF OLYMPIA FIELDS SPEC SERV AREA 3,-774,0,2023,-774
030930501,TIF VIL OF OLYMPIA FIELDS-LINCOLN/WESTERN 2,-19313,0,2023,-19313
030940000,VILLAGE OF ORLAND HILLS,-813,0,2023,-813
030940020,VILLAGE OF ORLAND HILLS RB,-119,0,2023,-119
030940021,VILLAGE OF ORLAND HILLS BOND ESCROW,-1802,0,2023,-1802
030940022,VILLAGE OF ORLAND HILLS 2021 BOND ESCROW,-246,0,2023,-246
030940023,VILLAGE OF ORLAND HILLS 2022 BOND ESCROW,-5,0,2023,-5
030940085,VILLAGE OF ORLAND HILLS POLICE PENSION,-1987,0,2023,-1987
030950000,VILLAGE OF   ORLAND PARK,-131582,-4586,2023,-136168
030950001,VILLAGE OF ORLAND PARK LIBRARY FUND,-93534,-2967,2023,-96501
030950020,VILLAGE OF ORLAND PARK   RB,-5567,-225,2023,-5792
030950085,VILLAGE OF ORLAND PARK POLICE PENSION ESCROW,-58410,-1627,2023,-60037
030960000,VILLAGE OF   PALATINE,-159182,-1485,2023,-160667
030960020,VILLAGE OF PALATINE   RB,-9103,-84,2023,-9187
030960080,VILLAGE OF PALATINE FIRE PENSION ESCROW,-70951,-692,2023,-71643
030960085,VILLAGE OF PALATINE POLICE PENSION ESCROW,-69823,-682,2023,-70505
030960501,TIF VIL OF PALATINE-DOWNTOWN,-46078,0,2023,-46078
030960504,TIF VIL OF PALATINE-RAND RD/LAKE COOK,-2657,0,2023,-2657
030970000,CITY OF   PALOS HEIGHTS,-43184,-2490,2023,-45674
030970001,CITY OF PALOS HEIGHTS LIBRARY FUND,-14424,-867,2023,-15291
030970020,CITY OF PALOS HEIGHTS   RB,-479,-25,2023,-504
030970085,CITY OF PALOS HEIGHTS POLICE PENSION ESCROW,-20244,-1181,2023,-21425
030980000,CITY OF PALOS HILLS,-16284,-147,2023,-16431
030980020,CITY OF PALOS HILLS   RB,-330,-3,2023,-333
030980085,CITY OF PALOS HILLS - POLICE PENSION ESCROW,-5451,-50,2023,-5501
030990000,VILLAGE OF   PALOS PARK,-26032,-265,2023,-26297
030990001,VILLAGE OF PALOS PARK LIBRARY FUND,-8487,-86,2023,-8573
030990020,VILLAGE OF PALOS PARK   RB,-411,-4,2023,-415
031000000,VILLAGE OF   PARK FOREST,-146079,-412,2023,-146491
031000001,VILLAGE OF PARK FOREST LIBRARY FUND,-20805,-58,2023,-20863
031000020,VILLAGE OF PARK FOREST   RB,-666,-2,2023,-668
031000080,VILLAGE OF PARK FOREST FIRE PENSION ESCROW,-15646,-45,2023,-15691
031000085,VILLAGE OF PARK FOREST POLICE PENSION ESCROW,-25476,-76,2023,-25552
031000500,TIF VIL OF PARK FOREST-DOWNTOWN,-37960,0,2023,-37960
031010000,CITY OF   PARK RIDGE,-68524,-301,2023,-68825
031010001,CITY OF PARK RIDGE LIBRARY FUND,-32090,-137,2023,-32227
031010020,CITY OF PARK RIDGE   RB,-2079,-7,2023,-2086
031010080,CITY OF PARK RIDGE FIRE PENSION ESCROW,-20300,-88,2023,-20388
031010085,CITY OF PARK RIDGE POLICE PENSION ESCROW,-22488,-95,2023,-22583
031010501,TIF CITY OF PARK RIDGE-UPTOWN,-194858,0,2023,-194858
031020000,VILLAGE OF PHOENIX,-9366,0,2023,-9366
031020020,VILLAGE OF PHOENIX   RB,-1,0,2023,-1
031020500,TIF VIL OF PHOENIX,-20630,0,2023,-20630
031030000,VILLAGE OF   POSEN,-8652,0,2023,-8652
031030020,VILLAGE OF POSEN   RB,-136,0,2023,-136
031030080,VILLAGE OF POSEN FIRE PENSION ESCROW,-648,0,2023,-648
031030085,VILLAGE OF POSEN POLICE PENSION ESCROW,-3084,0,2023,-3084
031030500,TIF VIL OF POSEN-SIBLEY BLVD,-13585,0,2023,-13585
031040000,CITY OF PROSPECT HEIGHTS,-28261,-533,2023,-28794
031040020,CITY OF PROSPECT HEIGHTS  R&B,-285,-11,2023,-296
031040085,CITY OF PROSPECT HEIGHTS POLICE PENSION,-3816,-151,2023,-3967
031040104,CITY OF PROSPECT HEIGHTS SPEC SERVICE AREA 5,-73,0,2023,-73
031040105,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 6,-455,0,2023,-455
031040107,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 8,-761,0,2023,-761
031050000,VILLAGE OF   RICHTON PARK,-7307,0,2023,-7307
031050020,VILLAGE OF RICHTON PARK RB,-276,0,2023,-276
031050085,VILLAGE OF RICHTON PARK POLICE PENSION,-4662,0,2023,-4662
031050505,TIF VIL OF RICHTON PARK-SAUK TR/GOV HWY 4,-4983,0,2023,-4983
031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,-3683,0,2023,-3683
031060000,VILLAGE OF   RIVER FOREST,-34977,-1167,2023,-36144
031060001,VILLAGE OF RIVER FOREST LIBRARY FUND,-12259,-427,2023,-12686
031060080,VILLAGE OF RIVER FOREST FIRE PENSION ESCROW,-14207,-515,2023,-14722
031060085,VILLAGE OF RIVER FOREST POLICE PENSION,-15507,-555,2023,-16062
031060501,TIF VIL OF RIVER FOREST-MADISON STREET,-598,0,2023,-598
031060502,TIF VIL OF RIVER FOREST-NORTH AVE,-2012,0,2023,-2012
031070000,VILLAGE OF   RIVER GROVE,-46746,0,2023,-46746
031070020,VILLAGE OF RIVER GROVE   RB,-1376,0,2023,-1376
031070021,VILLAGE OF RIVER GROVE BOND ESCROW ACCOUNT,-4092,0,2023,-4092
031070022,VILLAGE OF RIVER GROVE BOND ESCROW 2017,-2718,0,2023,-2718
031070023,VILLAGE OF RIVER GROVE BOND ESCROW 2021A&B,-1064,0,2023,-1064
031070085,VILLAGE OF RIVER GROVE POLICE PENSION ESCROW,-14175,0,2023,-14175
031070503,TIF VIL OF RIVER GROVE-GRAND/THATCHER,-30517,0,2023,-30517
031080000,VILLAGE OF RIVERDALE,-116574,-1334,2023,-117908
031080020,VILLAGE OF RIVERDALE RB,-379,-9,2023,-388
031080021,VILLAGE OF RIVERDALE BOND ESCROW ACCOUNT,-19929,-641,2023,-20570
031080080,VILLAGE OF RIVERDALE FIRE PENSION ESCROW,-13223,-397,2023,-13620
031080085,VILLAGE OF RIVERDALE POLICE PENSION ESCROW,-22541,-672,2023,-23213
031080090,VILLAGE OF RIVERDALE 2021 CCPTB FUND ESCROW,0,-2151,2023,-2151
031080502,TIF VIL OF RIVERDALE-3,-23258,0,2023,-23258
031090000,VILLAGE OF   RIVERSIDE,-23268,-3037,2023,-26305
031090001,VILLAGE OF RIVERSIDE LIBRARY FUND,-6683,-901,2023,-7584
031090085,VILLAGE OF RIVERSIDE POLICE PENSION ESCROW,-7780,-997,2023,-8777
031100000,VILLAGE OF   ROBBINS,-53649,-3157,2023,-56806
031100020,VILLAGE OF ROBBINS   RB,-414,-24,2023,-438
031100023,VILLAGE OF ROBBINS - JAWA BOND ESCROW ACCT,-3176,-162,2023,-3338
031100080,VILLAGE OF ROBBINS FIRE PENSION ESCROW,-994,-59,2023,-1053
031100085,VILLAGE OF ROBBINS POLICE PENSION ESCROW,-2787,-166,2023,-2953
031110000,CITY OF   ROLLING MEADOWS,-164757,-5277,2023,-170034
031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,-92956,-3020,2023,-95976
031110020,CITY OF ROLLING MEADOWS   RB,-2837,-255,2023,-3092
031110080,CITY OF ROLLING MEADOWS FIRE PENSION ESCROW,-101620,-3409,2023,-105029
031110085,CITY OF ROLLING MEADOWS POLICE PENSION,-85454,-2801,2023,-88255
031110104,CITY OF ROLLING MEADOWS SPECIAL SERV AREA 5,-79,0,2023,-79
031120000,VILLAGE OF   ROSELLE,-5733,0,2023,-5733
031120020,VILLAGE OF ROSELLE   RB,-161,0,2023,-161
031120080,VILLAGE OF ROSELLE FIRE PENSION ESCROW,-1103,0,2023,-1103
031120085,VILLAGE OF ROSELLE POLICE PENSION ESCROW,-2801,0,2023,-2801
031120500,TIF VIL OF ROSELLE-NORTH ROSELLE RD CORRIDOR,-9857,0,2023,-9857
031130000,VILLAGE OF ROSEMONT,-360359,0,2023,-360359
031130020,VILLAGE OF ROSEMONT RB,-4058,0,2023,-4058
031130101,VILLAGE OF ROSEMONT SPEC SERV AREA-2,-245,0,2023,-245
031130503,TIF VIL OF ROSEMONT-SOUTH RIVER RD,-85631,0,2023,-85631
031130504,TIF VIL OF ROSEMONT-5,-24625,0,2023,-24625
031130505,TIF VIL OF ROSEMONT-HIGGINS/RIVER RD 6,-211787,0,2023,-211787
031130506,TIF VIL OF ROSEMONT-HIGGINS/MANNHEIM 7,-16260,0,2023,-16260
031140000,VILLAGE OF   SAUK VILLAGE,-6784,-258,2023,-7042
031140020,VILLAGE OF SAUK VILLAGE   RB,-76,-3,2023,-79
031140080,VILLAGE OF SAUK VILLAGE FIRE PENSION ESCROW,-247,-10,2023,-257
031140085,VILLAGE OF SAUK VILLAGE POLICE PENSION,-1024,-37,2023,-1061
031140501,TIF VIL OF SAUK VILLAGE-2,-3344,0,2023,-3344
031140502,TIF VIL OF SAUK VILLAGE-3,-76768,-61071,2023,-137839
031150000,VILLAGE OF SCHAUMBURG,-200879,-29824,2023,-230703
031150020,VILLAGE OF SCHAUMBURG RB,-13166,-1739,2023,-14905
031150080,VILLAGE OF SCHAUMBURG - FIRE PENSION ESCROW,-99499,-13618,2023,-113117
031150085,VILLAGE OF SCHAUMBURG - POLICE PENSION ESCR,-117528,-15955,2023,-133483
031150502,TIF VIL OF SCHAUMBURG-NORTH SCHAUMBURG,-171941,-593,2023,-172534
031160000,VILLAGE OF   SCHILLER PARK,-157531,0,2023,-157531
031160001,VILLAGE OF SCHILLER PARK LIBRARY FUND,-34519,0,2023,-34519
031160020,VILLAGE OF SCHILLER PARK   RB,-7138,0,2023,-7138
031160080,VILLAGE OF SCHILLER PARK FIRE PENSION ESCROW,-41736,0,2023,-41736
031160085,VILLAGE OF SCHILLER PARK POLICE PENSION,-70095,0,2023,-70095
031160100,VIL OF SCHILLER PARK SPECIAL SERVICE AREA 1,-7618,0,2023,-7618
031160501,TIF VIL OF SCHILLER PARK-IRVING PARK/KOLZE,-634,0,2023,-634
031160502,TIF VIL OF SCHILLER PARK-LAWRENCE/25TH AVE.,-8306,0,2023,-8306
031160503,TIF VIL OF SCHILLER PARK-WEST GATEWAY 2,-49183,0,2023,-49183
031170000,VILLAGE OF   SKOKIE,-214738,-1838,2023,-216576
031170001,VILLAGE OF SKOKIE LIBRARY FUND,-234937,-2034,2023,-236971
031170080,VILLAGE OF SKOKIE FIRE PENSION ESCROW,-39436,-354,2023,-39790
031170085,VILLAGE OF SKOKIE POLICE PENSION ESCROW,-15943,-143,2023,-16086
031170108,VIL OF SKOKIE SPECIAL SERVICE AREA #9,-536,0,2023,-536
031170503,TIF VIL OF SKOKIE-DWTWN SCIENCE & TECH,-306968,-16891,2023,-323859
031170504,TIF VIL OF SKOKIE-WEST DEMPSTER,-92072,0,2023,-92072
031170505,TIF VIL OF SKOKIE-OAKTON/NILES,-29916,0,2023,-29916
031180000,VILLAGE OF   SOUTH BARRINGTON,-32389,0,2023,-32389
031180020,VILLAGE OF SOUTH BARRINGTON   RB,-12,0,2023,-12
031180085,VILLAGE OF SOUTH BARRINGTON POLICE PENSION,-14992,0,2023,-14992
031180102,VIL OF SOUTH BARRINGTON SPEC SERV AREA #3,-14500,0,2023,-14500
031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,-16412,-7443,2023,-23855
031190020,VILLAGE OF SOUTH CHICAGO HEIGHTS RB,-233,-107,2023,-340
031190080,VILLAGE OF SOUTH CHICAGO HTS FIRE PENSION,-315,-147,2023,-462
031190085,VILLAGE OF SO CHICAGO HEIGHTS POLICE PENSION,-2996,-1711,2023,-4707
031190500,TIF VIL OF SO CHICAGO HTS-CHI RD/SAUK TRAIL,-29730,0,2023,-29730
031200000,VILLAGE OF   SOUTH HOLLAND,-148441,-10935,2023,-159376
031200001,VILLAGE OF SOUTH HOLLAND LIBRARY FUND,-27959,-2051,2023,-30010
031200020,VILLAGE OF SOUTH HOLLAND   RB,-68,-4,2023,-72
031200080,VILLAGE OF SOUTH HOLLAND FIRE PENSION ESCROW,-8419,-635,2023,-9054
031200085,VILLAGE OF SOUTH HOLLAND POLICE PENSION,-19584,-1483,2023,-21067
031200501,TIF VIL OF SOUTH HOLLAND-ROUTE 6/SOUTH PARK,-2216,0,2023,-2216
031200505,TIF VIL OF SOUTH HOLLAND-GATEWAY EAST,-2781,0,2023,-2781
031200506,TIF VIL OF SOUTH HOLLAND-I-94 SOUTH,-3364,0,2023,-3364
031200508,TIF VIL OF SOUTH HOLLAND-GATEWAY WEST,-49353,0,2023,-49353
031200509,TIF VIL OF SOUTH HOLLAND-I-294 TOLLVIEW,-174169,0,2023,-174169
031210000,VILLAGE OF   STEGER,-16860,-60,2023,-16920
031210020,VILLAGE OF STEGER   RB,-342,-1,2023,-343
031210085,VILLAGE OF STEGER POLICE PENSION ESCROW,-4920,-22,2023,-4942
031210500,TIF VIL OF STEGER,0,-163,2023,-163
031210502,TIF VIL OF STEGER-CHICAGO ROAD,-687,0,2023,-687
031220000,VILLAGE OF   STICKNEY,-55039,-2134,2023,-57173
031220020,VILLAGE OF STICKNEY   RB,-557,-25,2023,-582
031220085,VILLAGE OF STICKNEY POLICE PENSION ESCROW,-30801,-1327,2023,-32128
031230000,VILLAGE OF   STONE PARK,-13848,0,2023,-13848
031230025,VILLAGE OF STONE PARK - 2014A ESCROW,-3231,0,2023,-3231
031230026,VILLAGE OF STONE PARK - 2014B ESCROW,-5388,0,2023,-5388
031230027,VILLAGE OF STONE PARK - 2019A ESCROW,-1954,0,2023,-1954
031230028,VILLAGE OF STONE PARK - 2019B ESCROW,-8172,0,2023,-8172
031230085,VILLAGE OF STONE PARK POLICE PENSION ESCROW,-11759,0,2023,-11759
031240000,VILLAGE OF STREAMWOOD,-130220,-3803,2023,-134023
031240020,VILLAGE OF STREAMWOOD RB,-5254,-158,2023,-5412
031240080,VILLAGE OF STREAMWOOD FIRE PENSION ESCROW,-29127,-941,2023,-30068
031240085,VILLAGE OF STREAMWOOD POLICE PENSION ESCROW,-43147,-1462,2023,-44609
031240103,VIL OF STREAMWOOD SPEC SERV 4/LITTLE CREEK,-13,0,2023,-13
031240104,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 5,-46,0,2023,-46
031240105,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 6,-8,0,2023,-8
031240106,VIL OF STREAMWOOD SPECIAL SERVICE AREA 7,-20,0,2023,-20
031240108,VIL OF STREAMWOOD SPECIAL SERVICE AREA 9,-11,0,2023,-11
031240115,VIL OF STREAMWOOD SPECIAL SERVICE AREA #16,-15,0,2023,-15
031240116,VIL OF STREAMWOOD SPEC SERVICE AREA #17,-5,0,2023,-5
031240117,VIL OF STREAMWOOD SPECIAL SERVICE AREA 18,-60,0,2023,-60
031240118,VIL OF STREAMWOOD SPECIAL SERVICE AREA 19,-2,0,2023,-2
031240121,VIL OF STREAMWOOD SPECIAL SERVICE AREA 22,-25,0,2023,-25
031240500,TIF VIL OF STREAMWOOD-BUTTITTA DR/FRANCIS AV,-37974,0,2023,-37974
031250000,VILLAGE OF   SUMMIT,-37537,-296,2023,-37833
031250020,VILLAGE OF SUMMIT   RB,-497,-4,2023,-501
031250085,VILLAGE OF SUMMIT POLICE PENSION ESCROW,-20786,-153,2023,-20939
031250501,TIF VIL OF SUMMIT-63RD ST/ARCHER AVE,-40230,0,2023,-40230
031250504,TIF VIL OF SUMMIT-SOUTH HARLEM AVE,-32768,0,2023,-32768
031260000,VILLAGE OF THORNTON,-40516,0,2023,-40516
031260001,VILLAGE OF THORNTON LIBRARY FUND,-2573,0,2023,-2573
031260020,VILLAGE OF THORNTON   RB,-8,0,2023,-8
031260021,VILLAGE OF THORNTON BOND ESCROW ACCOUNT,-2850,0,2023,-2850
031260503,TIF VIL OF THORNTON-DOWNTOWN #3,-815,0,2023,-815
031270000,VILLAGE OF   TINLEY PARK,-162003,-1566,2023,-163569
031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,-53290,-515,2023,-53805
031270020,VILLAGE OF TINLEY PARK   RB,-3135,-25,2023,-3160
031270085,VILLAGE OF TINLEY PARK POLICE PENSION ESCROW,-32763,-291,2023,-33054
031270501,TIF VIL OF TINLEY PARK-MAIN ST NORTH,-1029,0,2023,-1029
031270503,TIF VIL OF TINLEY PARK-MENTAL HEALTH CENTER,-7046,0,2023,-7046
031270504,TIF VIL OF TINLEY PARK-LEGACY,-26552,0,2023,-26552
031270505,TIF VIL OF TINLEY PARK-NEW BREMEN,-3944,0,2023,-3944
031270506,TIF VIL OF TINLEY PARK-159TH/HARLEM,-36766,0,2023,-36766
031290000,VILLAGE OF   WESTCHESTER,-66584,-170,2023,-66754
031290001,VILLAGE OF WESTCHESTER LIBRARY FUND,-18638,-40,2023,-18678
031290080,VILLAGE OF WESTCHESTER FIRE PENSION ESCROW,-16120,-51,2023,-16171
031290085,VILLAGE OF WESTCHESTER POLICE PENSION ESCROW,-18796,-57,2023,-18853
031290501,TIF VIL OF WESTCHESTER-ROOSEVELT RD CORRIDOR,-3528,0,2023,-3528
031300000,VILLAGE OF   WESTERN SPRINGS,-18163,-2489,2023,-20652
031300001,VILLAGE OF WESTERN SPRINGS LIBRARY FUND,-5421,-683,2023,-6104
031300020,VILLAGE OF WESTERN SPRINGS RB,-464,-67,2023,-531
031300080,VILLAGE OF WESTERN SPRINGS FIRE PENSION,-25,-3,2023,-28
031300085,VILLAGE OF WESTERN SPRINGS POLICE PENSION,-4663,-601,2023,-5264
031300500,TIF VIL OF WESTERN SPRINGS-DOWNTOWN SOUTH,-4005,0,2023,-4005
031310000,VILLAGE OF   WHEELING,-245789,-88,2023,-245877
031310020,VILLAGE OF WHEELING RB,-1513,-1,2023,-1514
031310080,VILLAGE OF WHEELING FIRE PENSION ESCROW,-62258,-24,2023,-62282
031310085,VILLAGE OF WHEELING POLICE PENSION ESCROW,-52193,-20,2023,-52213
031310505,TIF VIL OF WHEELING-SOUTHEAST II,-15921,0,2023,-15921
031310506,TIF VIL OF WHEELING-TOWN CENTER II,-87044,0,2023,-87044
031320000,VILLAGE OF   WILLOW SPRINGS,-10566,-2755,2023,-13321
031320020,VILLAGE OF WILLOW SPRINGS   RB,-193,-32,2023,-225
031320021,VILLAGE OF WILLOW SPRINGS BOND ESCROW 2016,-408,-128,2023,-536
031320085,VILLAGE OF WILLOW SPRINGS POLICE PENSION,-4207,-1474,2023,-5681
031320500,TIF VIL OF WILLOW SPRINGS-VILLAGE CENTER,-11381,0,2023,-11381
031320501,TIF VIL OF WILLOW SPRINGS-DISTRICT NO. 2,0,-10348,2023,-10348
031330000,VILLAGE OF   WILMETTE,-108460,-4791,2023,-113251
031330020,VILLAGE OF WILMETTE   RB,-39,0,2023,-39
031330080,VILLAGE OF WILMETTE FIRE PENSION ESCROW,-22229,-990,2023,-23219
031330085,VILLAGE OF WILMETTE POLICE PENSION ESCROW,-17889,-790,2023,-18679
031340000,VILLAGE OF   WINNETKA,-140694,-2840,2023,-143534
031340080,VILLAGE OF WINNETKA FIRE PENSION ESCROW,-19654,-461,2023,-20115
031340085,VILLAGE OF WINNETKA POLICE PENSION ESCROW,-16614,-390,2023,-17004
031340102,VIL OF WINNETKA SPEC SERV AREA #3,-62,0,2023,-62
031350000,VILLAGE OF   WORTH,-23908,-3614,2023,-27522
031350020,VILLAGE OF WORTH   RB,-279,-50,2023,-329
031350080,VILLAGE OF WORTH FIRE PENSION ESCROW,-2251,-349,2023,-2600
031350085,VILLAGE OF WORTH POLICE PENSION ESCROW,-15926,-2614,2023,-18540
040030000,SCHOOL DISTRICT C C  15,-1673144,-34265,2023,-1707409
040040000,SCH DIST 21 WHEELING COMM CONSOLIDATED,-1822148,-7485,2023,-1829633
040050000,SCHOOL DIST 23 PROSPECT HEIGHTS,-103413,-5893,2023,-109306
040070000,SCHOOL DISTRICT 25,-611066,-5617,2023,-616683
040080000,SCHOOL DISTRICT  26,-324281,-726,2023,-325007
040090000,SCHOOL DISTRICT  27,-884286,-17216,2023,-901502
040100000,SCHOOL DISTRICT  28,-502728,-7025,2023,-509753
040110000,SCHOOL DISTRICT  29,-167017,0,2023,-167017
040120000,SCHOOL DISTRICT  30,-600086,-6165,2023,-606251
040130000,SCHOOL DISTRICT  31,-294665,-121085,2023,-415750
040140000,SCHOOL DISTRICT C C  34,-774222,-23830,2023,-798052
040150000,SCH DISTRICT 35,-431215,-25058,2023,-456273
040160000,SCH DISTRICT 36,-512661,-11470,2023,-524131
040170000,SCH DISTRICT 37,-227358,0,2023,-227358
040180000,SCH DISTRICT 38,-169768,0,2023,-169768
040190000,SCH DISTRICT 39,-443960,-20503,2023,-464463
040210000,SCHOOL DISTRICT C C  54,-3764198,-413245,2023,-4177443
040220000,SCHOOL DISTRICT  57,-344898,0,2023,-344898
040230000,SCHOOL DISTRICT C C  59,-3896577,-42846,2023,-3939423
040240000,SCHOOL DISTRICT C C  62,-1744494,-12742,2023,-1757236
040250000,SCHOOL DISTRICT  63,-404123,-10385,2023,-414508
040260000,SCHOOL DISTRICT C C  64,-588678,-3112,2023,-591790
040270000,SCHOOL DISTRICT C C  65,-2082572,-36749,2023,-2119321
040280000,SCHOOL DISTRICT 67,-41317,0,2023,-41317
040290000,SCHOOL DISTRICT 68,-393333,-1939,2023,-395272
040300000,SCHOOL DISTRICT 69,-585458,-86,2023,-585544
040310000,SCHOOL DISTRICT 70,-190217,0,2023,-190217
040320000,SCHOOL DISTRICT 71,-264940,0,2023,-264940
040330000,SCHOOL DISTRICT 72,-372636,0,2023,-372636
040340000,SCHOOL DISTRICT 73,-393021,0,2023,-393021
040350000,SCHOOL DISTRICT 73 1/2,-153156,-18506,2023,-171662
040360000,SCHOOL DISTRICT 74,-354456,-17624,2023,-372080
040370000,SCHOOL DISTRICT  78,-93485,0,2023,-93485
040380000,SCHOOL DISTRICT  79,-24185,-1626,2023,-25811
040390000,SCHOOL DISTRICT  80,-83290,0,2023,-83290
040400000,SCHOOL DISTRICT  81,-459872,0,2023,-459872
040410000,SCHOOL DISTRICT  83,-1076845,-453,2023,-1077298
040420000,SCHOOL DISTRICT  84,-440748,-456,2023,-441204
040420021,SCHOOL DISTRICT 84 BOND ESCROW RATE,-12289,-14,2023,-12303
040430000,SCHOOL DISTRICT  84 1/2,-253576,0,2023,-253576
040450000,SCHOOL DISTRICT  85 1/2,-63918,0,2023,-63918
040460000,SCHOOL DISTRICT 86,-74508,0,2023,-74508
040470000,SCHOOL DISTRICT 87,-464272,-11863,2023,-476135
040480000,SCHOOL DISTRICT 88,-259342,-7950,2023,-267292
040490000,SCHOOL DISTRICT 89,-146300,-48969,2023,-195269
040500000,SCHOOL DISTRICT 90,-216808,-7517,2023,-224325
040510000,SCHOOL DISTRICT 91,-141783,-28376,2023,-170159
040520000,SCHOOL DISTRICT 92,-172226,0,2023,-172226
040530000,SCHOOL DISTRICT 92 1/2,-269582,-575,2023,-270157
040540000,SCHOOL DISTRICT 93,-140652,-743,2023,-141395
040550000,SCHOOL DISTRICT 94,-83383,0,2023,-83383
040560000,SCHOOL DISTRICT 95,-31330,-3358,2023,-34688
040570000,SCHOOL DISTRICT 96,-268118,-13990,2023,-282108
040580000,SCHOOL DISTRICT  97,-495301,-60197,2023,-555498
040590000,SCHOOL DISTRICT  98,-70994,-3763,2023,-74757
