agency_number,agency_name,refunded_sp_ptab,refunded_coe,year,total_refunds,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,refund_levyshare
030210002,CITY OF CHICAGO SCHOOL BLDG & IMP FUND,-1991688,-103962,2024,-2095650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210010,2003 ARREARAGE TAX CHGO SSA #8,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210021,CITY OF CHICAGO-CPS BLDG 97A ESCROW ACCOUNT,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210022,CITY OF CHICAGO-CPS BLDG 99A ESCROW ACCOUNT,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210023,CITY OF CHICAGO-CPS BLDG 97A ESCROW ACCOUNT,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210091,CITY OF CHICAGO - TRANSIT TIF DISTRIBUTION,-53932,-2862,2024,-56794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210100,CITY OF CHICAGO SPEC SERV AREA #1,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210101,CITY OF CHICAGO SPEC SERV AREA 2,-16188,0,2024,-16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210102,CITY OF CHICAGO SPEC SERV AREA #3,-75451,0,2024,-75451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210103,CITY OF CHICAGO SPEC SERV AREA #4,-2779,0,2024,-2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210104,CITY OF CHICAGO SPEC SERVICE AREA #5,-19420,-860,2024,-20280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210105,CITY OF CHICAGO SPECIAL SERVICE AREA NO 6,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210106,CITY OF CHICAGO SPECIAL SERVICE AREA 7,-5017,0,2024,-5017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210107,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 8,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210108,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 9,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210109,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 10,-7963,0,2024,-7963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210110,CITY OF CHICAGO SPECIAL SERVICE AREA NO.11,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210111,CITY OF CHICAGO SPECIAL SERVICE AREA 12,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210112,CITY OF CHICAGO SPECIAL SERVICE AREA 13,-64132,-1656,2024,-65788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210113,CITY OF CHICAGO SPECIAL SERVICE AREA 14,-666,-459,2024,-1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210115,CITY OF CHICAGO SPECIAL SERVICE AREA 16,-7043,0,2024,-7043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210116,CITY OF CHICAGO SPECIAL SERVICE AREA 17,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210117,CITY OF CHICAGO SPECIAL SERVICE AREA 18,-17521,0,2024,-17521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210118,CITY OF CHICAGO SPECIAL SERVICE AREA 19,-24397,-2311,2024,-26708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210119,CITY OF CHICAGO SPECIAL SERVICE AREA 20,-7383,0,2024,-7383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210120,CITY OF CHICAGO SPECIAL SERVICES AREA #21,-112,0,2024,-112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210121,CITY OF CHICAGO SPECIAL SERVICE AREA #22,-8215,0,2024,-8215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210122,CITY OF CHICAGO SPECIAL SERVICE AREA #23,-4295,0,2024,-4295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210123,CITY OF CHICAGO SPECIAL SERVICE AREA #24,-4916,0,2024,-4916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210124,CITY OF CHICAGO SPECIAL SERVICE AREA #25,-5714,0,2024,-5714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210125,CITY OF CHICAGO SPECIAL SERVICE AREA #26,-14413,-2018,2024,-16431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210126,CITY OF CHICAGO SPECIAL SERVICE AREA #27,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210127,CITY OF CHICAGO SPECIAL SERVICE AREA 28,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210128,CITY OF CHICAGO SPECIAL SERVICE AREA 29,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210130,CITY OF CHICAGO SPECIAL SERVICE AREA 31,-16065,-908,2024,-16973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210131,CITY OF CHICAGO SPECIAL SERVICE AREA #32,-12642,0,2024,-12642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210132,CITY OF CHICAGO SPECIAL SERVICE AREA #33,-13158,-236,2024,-13394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210133,CITY OF CHICAGO SPECIAL SERVICE AREA #34,-23208,-21,2024,-23229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210134,CITY OF CHICAGO SPECIAL SERVICE AREA #35,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210136,CITY OF CHICAGO SPECIAL SERVICE AREA #37,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210137,CITY OF CHICAGO SPECIAL SERVICE AREA #38,-9180,0,2024,-9180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210138,CITY OF CHICAGO SPECIAL SERVICE AREA 39,-43185,0,2024,-43185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210139,CITY OF CHICAGO SPECIAL SERVICE AREA 40,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210140,CITY OF CHICAGO SPECIAL SERVICE AREA 41,-882,0,2024,-882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210141,CITY OF CHICAGO SPECIAL SERVICE AREA 42,-9634,-3708,2024,-13342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210142,CITY OF CHICAGO SPECIAL SERVICE AREA 43,-20422,0,2024,-20422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210143,CITY OF CHICAGO SPECIAL SERVICE AREA 44,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210144,CITY OF CHICAGO SPECIAL SERVICE AREA 45,-15381,0,2024,-15381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210145,CITY OF CHICAGO SPECIAL SERVICE AREA #46,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210146,CITY OF CHICAGO SPECIAL SERVICE AREA 47,-9012,-151,2024,-9163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210147,CITY OF CHICAGO SPECIAL SERVICE AREA #48,-9703,0,2024,-9703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210148,CITY OF CHICAGO SPEC SERV AREA #49,-6932,0,2024,-6932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210149,CITY OF CHICAGO SPEC SERV AREA #50,-16561,0,2024,-16561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210150,CITY OF CHICAGO SPEC SERV AREA #51,-27771,-25,2024,-27796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210151,CITY OF CHICAGO SPECIAL SERVICE AREA 52,-197,0,2024,-197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210153,CITY OF CHICAGO SPECIAL SERVICE AREA 54,-2347,0,2024,-2347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210154,CITY OF CHICAGO SPECIAL SERVICE AREA 8-2011,-17670,0,2024,-17670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210155,CITY OF CHICAGO SPECIAL SERVICE AREA 17-2011,-30715,-585,2024,-31300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210156,CITY OF CHICAGO SPECIAL SERVICE AREA 27-2011,-18458,0,2024,-18458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210157,CITY OF CHICAGO SPEC SERV AREA #55,-1915,0,2024,-1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210158,CITY OF CHICAGO SPEC SERV AREA #56,-3658,-1195,2024,-4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210161,CITY OF CHICAGO SPEC SERV AREA #59,-5212,0,2024,-5212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210162,CITY OF CHICAGO SPEC SERV AREA #60,-13330,-23,2024,-13353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210163,CITY OF CHICAGO SPEC SERV AREA #61,-18573,0,2024,-18573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210164,CITY OF CHICAGO SPEC SERV AREA #62,-1227,0,2024,-1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210165,CITY OF CHICAGO SPEC SERV AREA #63,-5969,0,2024,-5969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210166,CITY OF CHICAGO SPEC SERV AREA #64,-381,0,2024,-381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210167,CITY OF CHICAGO SPECIAL SERVICE AREA 28-2014,-13271,0,2024,-13271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210168,CITY OF CHICAGO SPECIAL SERVICE AREA 29-2014,-10309,0,2024,-10309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210169,CITY OF CHICAGO SPECIAL SERVICE AREA 69,-18875,0,2024,-18875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210171,CITY OF CHICAGO SPEC SERV AREA 1-2015,-67912,0,2024,-67912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210172,CITY OF CHICAGO SPEC SERV AREA 35-2015,-9837,-3675,2024,-13512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210173,CITY OF CHICAGO SPECIAL SERVICE AREA 21-2016,-11320,0,2024,-11320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210174,CITY OF CHICAGO SPECIAL SERVICE AREA 71,-17145,-831,2024,-17976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210175,CITY OF CHICAGO SPECIAL SERVICE AREA 72,-3592,0,2024,-3592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210176,CITY OF CHICAGO SPECIAL SERVICE AREA 73,-48,0,2024,-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210178,CITY OF CHICAGO SPECIAL SERVICE AREA 75,-3915,0,2024,-3915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210179,CITY OF CHICAGO SPECIAL SERVICE AREA 76,-1617,0,2024,-1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210180,CITY OF CHICAGO SPECIAL SERVICE AREA 77,-2038,0,2024,-2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210181,CITY OF CHICAGO SPECIAL SERVICE AREA 52-2021,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210182,CITY OF CHICAGO SPECIAL SERVICE AREA 79,-364,0,2024,-364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210183,CITY OF CHICAGO SPECIAL SERVICE AREA 80,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210184,CITY OF CHICAGO SPECIAL SERVICE AREA 56-2022,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210185,CITY OF CHICAGO SPECIAL SERVICE AREA 59-2022,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210186,CITY OF CHICAGO SPECIAL SERVICE AREA 61-2023,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210500,TIF CITY OF CHICAGO-111TH ST/KEDZIE AVE,-38819,0,2024,-38819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210501,TIF CITY OF CHICAGO-126TH ST/TORRENCE AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210502,TIF CITY OF CHICAGO-24TH ST/MICHIGAN AVE,-85508,-32601,2024,-118109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210503,TIF CITY OF CHICAGO-26TH ST/KOSTNER AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210504,TIF CITY OF CHICAGO-35TH ST/HALSTED ST,-82845,-30665,2024,-113510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210505,TIF CITY OF CHICAGO-35TH ST/WALLACE AVE,-45085,0,2024,-45085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210506,TIF CITY OF CHICAGO-41ST ST/KING DR,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210507,TIF CITY OF CHICAGO-43RD ST/COTTAGE GROVE,-64065,-3096,2024,-67161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210508,TIF CITY OF CHICAGO-43RD ST/DAMEN AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210509,TIF CITY OF CHICAGO-49TH ST/ST LAWRENCE AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210510,TIF CITY OF CHICAGO-51ST ST/ARCHER AVE,-51353,0,2024,-51353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210511,TIF CITY OF CHICAGO-53RD ST,-146206,0,2024,-146206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210512,TIF CITY OF CHICAGO-60TH ST/WESTERN AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210513,TIF CITY OF CHICAGO-63RD ST/PULASKI AVE,-37416,0,2024,-37416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210514,TIF CITY OF CHICAGO-71ST ST/STONY ISLAND AVE,-50470,-14985,2024,-65455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210515,TIF CITY OF CHICAGO-72ND ST/CICERO AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210516,TIF CITY OF CHICAGO-73RD ST/KEDZIE AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210517,TIF CITY OF CHICAGO-79TH ST CORRIDOR,-28845,0,2024,-28845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210518,TIF CITY OF CHICAGO-89TH ST/STATE ST,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210519,TIF CITY OF CHICAGO-95TH ST/STONEY ISLAND,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210520,TIF CITY OF CHICAGO-95TH ST/STONY ISLAND,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210521,TIF CITY OF CHICAGO-95TH ST/WESTERN AVE,-56761,0,2024,-56761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210522,TIF CITY OF CHICAGO-ADDISON CORRIDOR NORTH,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210523,TIF CITY OF CHICAGO-ADDISON/KIMBALL,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210524,TIF CITY OF CHICAGO-ARCHER COURTS,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210525,TIF CITY OF CHICAGO-ARCHER/CENTRAL,-16958,0,2024,-16958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210526,TIF CITY OF CHICAGO-BELMONT/CENTRAL,-158946,0,2024,-158946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210527,TIF CITY OF CHICAGO-BELMONT/CICERO,-2022,0,2024,-2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210528,TIF CITY OF CHICAGO-BLOOMINGDALE/LARAMIE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210529,TIF CITY OF CHICAGO-BRONZEVILLE,-124929,0,2024,-124929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210530,TIF CITY OF CHICAGO-BRYN MAWR/BROADWAY,-46886,0,2024,-46886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210531,TIF CITY OF CHICAGO-CALUMET AV/CERMAK RD,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210532,TIF CITY OF CHICAGO-CANAL ST/CONGRESS AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210533,TIF CITY OF CHICAGO-CENTRAL LOOP,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210534,TIF CITY OF CHICAGO-CENTRAL WEST,-156617,-8149,2024,-164766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210535,TIF CITY OF CHICAGO-CHATHAM RIDGE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210536,TIF CITY OF CHICAGO-CHICAGO/KINGSBURY,0,-6046,2024,-6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210537,TIF CITY OF CHICAGO-CHINATOWN,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210538,TIF CITY OF CHICAGO-CICERO AVE/ARCHER AVE,-18991,0,2024,-18991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210539,TIF CITY OF CHICAGO-CLARK/MONTROSE,-19668,-10134,2024,-29802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
